target_gene,n_dataset_contexts,n_canonical_contexts,n_studies,n_crispri_dataset_contexts,n_crispri_canonical_contexts,dataset_contexts,canonical_contexts,studies,present_in_replogle_k562,present_in_vcc2025_h1,present_in_vcc2026_panel,nominal_exposure_class
FAM229B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM241A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM241B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM24B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM32A,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FAM3A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM3C,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM49B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM50A,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FAM53B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM53C,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM72B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM72C,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM72D,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FAM76A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM76B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM78A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM83A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM83D,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM83G,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM83H,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM86C1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM89A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM89B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM8A1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM91A1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM92A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM98A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM98B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAM98C,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAN1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCA,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCB,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCD2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCE,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCF,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCG,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCI,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCL,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FANCM,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAR1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAR2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FARP2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FARS2,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FARSA,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FARSB,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FASN,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FASTK,4,4,2,4,4,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562,A172;K562;T98G;U87MG,mcfaline2024;replogle2022,True,False,False,seen_multiple_dataset_contexts
FASTKD1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FASTKD2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FASTKD3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FASTKD5,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FAT1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FAU,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FAXDC2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBF1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBH1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBL,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FBLIM1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FBRS,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBRSL1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FBXL12,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXL13,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXL14,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FBXL15,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXL19,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXL20,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXL3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXL4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXL5,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXL8,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO11,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO17,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO21,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO22,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO25,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO27,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO28,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO31,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO33,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO34,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO38,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO41,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO42,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FBXO44,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO45,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO46,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO5,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FBXO6,7,6,2,7,6,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7;replogle2022::K562,A549;BxPC3;HAP1;HT29;K562;MCF7,jiang2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FBXO7,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO8,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXO9,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXW11,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXW2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXW4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXW5,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FBXW7,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FBXW9,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FCER1G,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FCF1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FCGR2A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FCGR2C,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FCGRT,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,True,seen_one_dataset_context
FCHO1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FCHSD1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FDFT1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FDPS,5,5,3,5,5,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1;vcc2025_h1::H1,H1;HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022;vcc2025,True,True,False,seen_multiple_dataset_contexts
FDX1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FDX2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FDXR,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FECH,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FEM1A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FEM1B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FEN1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FER,3,3,1,3,3,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG,A172;T98G;U87MG,mcfaline2024,False,False,False,seen_multiple_dataset_contexts
FERD3L,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FERMT2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FERMT3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FES,4,4,2,4,4,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562,A172;K562;T98G;U87MG,mcfaline2024;replogle2022,True,False,False,seen_multiple_dataset_contexts
FEV,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FEZ1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FEZ2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FEZF1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FEZF2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FGD6,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FGF13,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FGF2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FGFR1,4,4,2,4,4,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562,A172;K562;T98G;U87MG,mcfaline2024;replogle2022,True,False,False,seen_multiple_dataset_contexts
FGFR1OP,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FGFR1OP2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FGFR2,3,3,1,3,3,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG,A172;T98G;U87MG,mcfaline2024,False,False,False,seen_multiple_dataset_contexts
FGFR3,4,4,2,4,4,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562,A172;K562;T98G;U87MG,mcfaline2024;replogle2022,True,False,False,seen_multiple_dataset_contexts
FGFR4,4,4,2,4,4,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG;replogle2022::K562,A172;K562;T98G;U87MG,mcfaline2024;replogle2022,True,False,False,seen_multiple_dataset_contexts
FGFRL1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FGGY,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FGR,3,3,1,3,3,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG,A172;T98G;U87MG,mcfaline2024,False,False,False,seen_multiple_dataset_contexts
FH,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FHIT,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FHL2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FHL3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,True,seen_one_dataset_context
FHOD1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FIBP,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FIGLA,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FIGNL1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FIP1L1,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FIS1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FIZ1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FJX1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP11,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP14,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP15,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP1A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP1B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP5,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP7,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP8,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKBP9,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FKBPL,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FKRP,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLAD1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLCN,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLI1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLII,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLNA,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLNB,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLNC,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLOT1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLOT2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLT1,3,3,1,3,3,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG,A172;T98G;U87MG,mcfaline2024,False,False,False,seen_multiple_dataset_contexts
FLT3,3,3,1,3,3,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG,A172;T98G;U87MG,mcfaline2024,False,False,False,seen_multiple_dataset_contexts
FLT4,3,3,1,3,3,mcfaline2024::A172;mcfaline2024::T98G;mcfaline2024::U87MG,A172;T98G;U87MG,mcfaline2024,False,False,False,seen_multiple_dataset_contexts
FLVCR1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLYWCH1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FLYWCH2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FMC1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FMNL1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FMNL2,6,6,1,6,6,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7,A549;BxPC3;HAP1;HT29;K562;MCF7,jiang2025,False,False,False,seen_multiple_dataset_contexts
FMNL3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FMR1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FMR1NB,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FN1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FN3KRP,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FNBP1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FNBP4,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FNDC10,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FNDC3A,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FNDC3B,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FNDC4,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FNIP1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FNIP2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FNTA,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FNTB,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FOLR3,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FOPNL,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOS,7,6,2,7,6,jiang2025::A549;jiang2025::BxPC3;jiang2025::HAP1;jiang2025::HT29;jiang2025::K562;jiang2025::MCF7;replogle2022::K562,A549;BxPC3;HAP1;HT29;K562;MCF7,jiang2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FOSB,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOSL1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOSL2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXA1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXA2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXA3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXB1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXB2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXC1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXC2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXD1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXD2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXD3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXD4,4,4,2,4,4,nadig2025::HepG2;nadig2025::Jurkat;replogle2022::K562;replogle2022::RPE1,HepG2;Jurkat;K562;RPE1,nadig2025;replogle2022,True,False,False,seen_multiple_dataset_contexts
FOXD4L1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXE1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXE3,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXF1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXF2,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXG1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
FOXH1,2,2,2,2,2,replogle2022::K562;vcc2025_h1::H1,H1;K562,replogle2022;vcc2025,True,True,False,seen_multiple_dataset_contexts
FOXI1,1,1,1,1,1,replogle2022::K562,K562,replogle2022,True,False,False,seen_one_dataset_context
